[01Mar2026 13:39:58.532] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--username, j_shelfwood, --version, 1.21.1, --gameDir, C:/Users/Shelfwood/AppData/Roaming/PrismLauncher/instances/Craftoria/minecraft, --assetsDir, C:/Users/Shelfwood/AppData/Roaming/PrismLauncher/assets, --assetIndex, 17, --uuid, fc61f12b3c274924b58c1d78f62e51f5, --accessToken, ❄❄❄❄❄❄❄❄, --userType, msa, --versionType, release, --fml.neoForgeVersion, 21.1.215, --fml.fmlVersion, 4.0.42, --fml.mcVersion, 1.21.1, --fml.neoFormVersion, 20240808.144430, --launchTarget, forgeclient, --width, 854, --height, 480]
[01Mar2026 13:39:58.535] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: JVM identified as Oracle Corporation Java HotSpot(TM) 64-Bit Server VM 21.0.10+8-LTS-jvmci-23.1-b84
[01Mar2026 13:39:58.538] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 11.0.5+main.901c6ea8 starting: java version 21.0.10 by Oracle Corporation; OS Windows 11 arch amd64 version 10.0
[01Mar2026 13:39:58.624] [main/WARN] [net.neoforged.fml.loading.FMLConfig/]: ****************************** Found dependency overrides ******************************
[01Mar2026 13:39:58.625] [main/WARN] [net.neoforged.fml.loading.FMLConfig/]: Dependency overrides for mod 'ars_unification': softening dependency constraints against 'jei'
[01Mar2026 13:39:58.626] [main/WARN] [net.neoforged.fml.loading.FMLConfig/]: ****************************************************************************************
[01Mar2026 13:39:59.510] [main/INFO] [net.neoforged.fml.loading.ImmediateWindowHandler/]: Loading ImmediateWindowProvider fmlearlywindow
[01Mar2026 13:39:59.583] [main/INFO] [EARLYDISPLAY/]: Trying GL version 4.6
[01Mar2026 13:39:59.725] [main/INFO] [EARLYDISPLAY/]: Requested GL version 4.6 got version 4.6
[01Mar2026 13:39:59.816] [main/INFO] [CrashAssistantJarInJarHelper/]: Launching CrashAssistantApp (CrashAssistant-neoforge-1.20.6-1.21.4-1.10.26.jar)
[01Mar2026 13:39:59.831] [main/WARN] [CrashAssistantJarInJarHelper/]: Closed old CrashAssistantApp process to prevent confusing the player with window containing information from old crash.
[01Mar2026 13:40:00.028] [pool-2-thread-1/INFO] [EARLYDISPLAY/]: GL info: NVIDIA GeForce RTX 3080 Laptop GPU/PCIe/SSE2 GL version 4.6.0 NVIDIA 591.86, NVIDIA Corporation
[01Mar2026 13:56:37.263] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78154, l='ClientLevel', x=-4230.56, y=2.00, z=17623.26] attempting to lookup owner from client!
[01Mar2026 13:56:37.275] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78152, l='ClientLevel', x=-4231.56, y=1.92, z=17625.96] attempting to lookup owner from client!
[01Mar2026 13:56:37.275] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78152, l='ClientLevel', x=-4231.56, y=1.92, z=17625.96] attempting to lookup owner from client!
[01Mar2026 13:56:37.275] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78153, l='ClientLevel', x=-4231.49, y=3.00, z=17623.83] attempting to lookup owner from client!
[01Mar2026 13:56:37.275] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78153, l='ClientLevel', x=-4231.49, y=3.00, z=17623.83] attempting to lookup owner from client!
[01Mar2026 13:56:37.275] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78154, l='ClientLevel', x=-4230.56, y=2.00, z=17623.26] attempting to lookup owner from client!
[01Mar2026 13:56:37.275] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78154, l='ClientLevel', x=-4230.56, y=2.00, z=17623.26] attempting to lookup owner from client!
[01Mar2026 13:56:37.285] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78152, l='ClientLevel', x=-4231.56, y=1.92, z=17625.96] attempting to lookup owner from client!
[01Mar2026 13:56:37.285] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78152, l='ClientLevel', x=-4231.56, y=1.92, z=17625.96] attempting to lookup owner from client!
[01Mar2026 13:56:37.285] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78153, l='ClientLevel', x=-4231.49, y=3.00, z=17623.83] attempting to lookup owner from client!
[01Mar2026 13:56:37.285] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78153, l='ClientLevel', x=-4231.49, y=3.00, z=17623.83] attempting to lookup owner from client!
[01Mar2026 13:56:37.285] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78154, l='ClientLevel', x=-4230.56, y=2.00, z=17623.26] attempting to lookup owner from client!
[01Mar2026 13:56:37.285] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78154, l='ClientLevel', x=-4230.56, y=2.00, z=17623.26] attempting to lookup owner from client!
[01Mar2026 13:56:37.305] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78152, l='ClientLevel', x=-4231.56, y=1.92, z=17625.96] attempting to lookup owner from client!
[01Mar2026 13:56:37.305] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78152, l='ClientLevel', x=-4231.56, y=1.92, z=17625.96] attempting to lookup owner from client!
[01Mar2026 13:56:37.305] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78153, l='ClientLevel', x=-4231.49, y=3.00, z=17623.83] attempting to lookup owner from client!
[01Mar2026 13:56:37.305] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78153, l='ClientLevel', x=-4231.49, y=3.00, z=17623.83] attempting to lookup owner from client!
[01Mar2026 13:56:37.305] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78154, l='ClientLevel', x=-4230.56, y=2.00, z=17623.26] attempting to lookup owner from client!
[01Mar2026 13:56:37.305] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78154, l='ClientLevel', x=-4230.56, y=2.00, z=17623.26] attempting to lookup owner from client!
[01Mar2026 13:56:37.318] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78152, l='ClientLevel', x=-4231.56, y=1.92, z=17625.96] attempting to lookup owner from client!
[01Mar2026 13:56:37.319] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78152, l='ClientLevel', x=-4231.56, y=1.92, z=17625.96] attempting to lookup owner from client!
[01Mar2026 13:56:37.319] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78153, l='ClientLevel', x=-4231.49, y=3.00, z=17623.83] attempting to lookup owner from client!
[01Mar2026 13:56:37.319] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78153, l='ClientLevel', x=-4231.49, y=3.00, z=17623.83] attempting to lookup owner from client!
[01Mar2026 13:56:37.319] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78154, l='ClientLevel', x=-4230.56, y=2.00, z=17623.26] attempting to lookup owner from client!
[01Mar2026 13:56:37.319] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78154, l='ClientLevel', x=-4230.56, y=2.00, z=17623.26] attempting to lookup owner from client!
[01Mar2026 13:56:37.332] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78152, l='ClientLevel', x=-4231.56, y=1.92, z=17625.96] attempting to lookup owner from client!
[01Mar2026 13:56:37.332] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78152, l='ClientLevel', x=-4231.56, y=1.92, z=17625.96] attempting to lookup owner from client!
[01Mar2026 13:56:37.332] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78153, l='ClientLevel', x=-4231.49, y=3.00, z=17623.83] attempting to lookup owner from client!
[01Mar2026 13:56:37.332] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78153, l='ClientLevel', x=-4231.49, y=3.00, z=17623.83] attempting to lookup owner from client!
[01Mar2026 13:56:37.332] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78154, l='ClientLevel', x=-4230.56, y=2.00, z=17623.26] attempting to lookup owner from client!
[01Mar2026 13:56:37.332] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78154, l='ClientLevel', x=-4230.56, y=2.00, z=17623.26] attempting to lookup owner from client!
[01Mar2026 13:56:37.351] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78152, l='ClientLevel', x=-4231.54, y=1.78, z=17626.04] attempting to lookup owner from client!
[01Mar2026 13:56:37.352] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78152, l='ClientLevel', x=-4231.54, y=1.78, z=17626.04] attempting to lookup owner from client!
[01Mar2026 13:56:37.352] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78153, l='ClientLevel', x=-4231.48, y=3.00, z=17623.95] attempting to lookup owner from client!
[01Mar2026 13:56:37.352] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78153, l='ClientLevel', x=-4231.48, y=3.00, z=17623.95] attempting to lookup owner from client!
[01Mar2026 13:56:37.352] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78154, l='ClientLevel', x=-4230.56, y=1.92, z=17623.40] attempting to lookup owner from client!
[01Mar2026 13:56:37.352] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78154, l='ClientLevel', x=-4230.56, y=1.92, z=17623.40] attempting to lookup owner from client!
[01Mar2026 13:56:37.364] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78152, l='ClientLevel', x=-4231.54, y=1.78, z=17626.04] attempting to lookup owner from client!
[01Mar2026 13:56:37.364] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78152, l='ClientLevel', x=-4231.54, y=1.78, z=17626.04] attempting to lookup owner from client!
[01Mar2026 13:56:37.364] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78153, l='ClientLevel', x=-4231.48, y=3.00, z=17623.95] attempting to lookup owner from client!
[01Mar2026 13:56:37.364] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78153, l='ClientLevel', x=-4231.48, y=3.00, z=17623.95] attempting to lookup owner from client!
[01Mar2026 13:56:37.364] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78154, l='ClientLevel', x=-4230.56, y=1.92, z=17623.40] attempting to lookup owner from client!
[01Mar2026 13:56:37.364] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78154, l='ClientLevel', x=-4230.56, y=1.92, z=17623.40] attempting to lookup owner from client!
[01Mar2026 13:56:37.378] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78152, l='ClientLevel', x=-4231.54, y=1.78, z=17626.04] attempting to lookup owner from client!
[01Mar2026 13:56:37.378] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78152, l='ClientLevel', x=-4231.54, y=1.78, z=17626.04] attempting to lookup owner from client!
[01Mar2026 13:56:37.378] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78153, l='ClientLevel', x=-4231.48, y=3.00, z=17623.95] attempting to lookup owner from client!
[01Mar2026 13:56:37.378] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78153, l='ClientLevel', x=-4231.48, y=3.00, z=17623.95] attempting to lookup owner from client!
[01Mar2026 13:56:37.378] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78154, l='ClientLevel', x=-4230.56, y=1.92, z=17623.40] attempting to lookup owner from client!
[01Mar2026 13:56:37.378] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78154, l='ClientLevel', x=-4230.56, y=1.92, z=17623.40] attempting to lookup owner from client!
[01Mar2026 13:56:37.390] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78152, l='ClientLevel', x=-4231.54, y=1.78, z=17626.04] attempting to lookup owner from client!
[01Mar2026 13:56:37.390] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78152, l='ClientLevel', x=-4231.54, y=1.78, z=17626.04] attempting to lookup owner from client!
[01Mar2026 13:56:37.390] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78153, l='ClientLevel', x=-4231.48, y=3.00, z=17623.95] attempting to lookup owner from client!
[01Mar2026 13:56:37.390] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78153, l='ClientLevel', x=-4231.48, y=3.00, z=17623.95] attempting to lookup owner from client!
[01Mar2026 13:56:37.390] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78154, l='ClientLevel', x=-4230.56, y=1.92, z=17623.40] attempting to lookup owner from client!
[01Mar2026 13:56:37.390] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78154, l='ClientLevel', x=-4230.56, y=1.92, z=17623.40] attempting to lookup owner from client!
[01Mar2026 13:56:37.408] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78152, l='ClientLevel', x=-4231.52, y=1.64, z=17626.12] attempting to lookup owner from client!
[01Mar2026 13:56:37.408] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78152, l='ClientLevel', x=-4231.52, y=1.64, z=17626.12] attempting to lookup owner from client!
[01Mar2026 13:56:37.408] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78153, l='ClientLevel', x=-4231.47, y=3.00, z=17624.08] attempting to lookup owner from client!
[01Mar2026 13:56:37.408] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78153, l='ClientLevel', x=-4231.47, y=3.00, z=17624.08] attempting to lookup owner from client!
[01Mar2026 13:56:37.408] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78154, l='ClientLevel', x=-4230.56, y=1.84, z=17623.54] attempting to lookup owner from client!
[01Mar2026 13:56:37.408] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78154, l='ClientLevel', x=-4230.56, y=1.84, z=17623.54] attempting to lookup owner from client!
[01Mar2026 13:56:37.420] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78152, l='ClientLevel', x=-4231.52, y=1.64, z=17626.12] attempting to lookup owner from client!
[01Mar2026 13:56:37.420] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78152, l='ClientLevel', x=-4231.52, y=1.64, z=17626.12] attempting to lookup owner from client!
[01Mar2026 13:56:37.420] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78153, l='ClientLevel', x=-4231.47, y=3.00, z=17624.08] attempting to lookup owner from client!
[01Mar2026 13:56:37.420] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78153, l='ClientLevel', x=-4231.47, y=3.00, z=17624.08] attempting to lookup owner from client!
[01Mar2026 13:56:37.420] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78154, l='ClientLevel', x=-4230.56, y=1.84, z=17623.54] attempting to lookup owner from client!
[01Mar2026 13:56:37.420] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78154, l='ClientLevel', x=-4230.56, y=1.84, z=17623.54] attempting to lookup owner from client!
[01Mar2026 13:56:37.433] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78152, l='ClientLevel', x=-4231.52, y=1.64, z=17626.12] attempting to lookup owner from client!
[01Mar2026 13:56:37.433] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78152, l='ClientLevel', x=-4231.52, y=1.64, z=17626.12] attempting to lookup owner from client!
[01Mar2026 13:56:37.433] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78153, l='ClientLevel', x=-4231.47, y=3.00, z=17624.08] attempting to lookup owner from client!
[01Mar2026 13:56:37.433] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78153, l='ClientLevel', x=-4231.47, y=3.00, z=17624.08] attempting to lookup owner from client!
[01Mar2026 13:56:37.433] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78154, l='ClientLevel', x=-4230.56, y=1.84, z=17623.54] attempting to lookup owner from client!
[01Mar2026 13:56:37.433] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78154, l='ClientLevel', x=-4230.56, y=1.84, z=17623.54] attempting to lookup owner from client!
[01Mar2026 13:56:37.451] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78152, l='ClientLevel', x=-4231.50, y=1.50, z=17626.20] attempting to lookup owner from client!
[01Mar2026 13:56:37.451] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78152, l='ClientLevel', x=-4231.50, y=1.50, z=17626.20] attempting to lookup owner from client!
[01Mar2026 13:56:37.451] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78153, l='ClientLevel', x=-4231.46, y=3.00, z=17624.20] attempting to lookup owner from client!
[01Mar2026 13:56:37.451] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78153, l='ClientLevel', x=-4231.46, y=3.00, z=17624.20] attempting to lookup owner from client!
[01Mar2026 13:56:37.451] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78154, l='ClientLevel', x=-4230.56, y=1.77, z=17623.67] attempting to lookup owner from client!
[01Mar2026 13:56:37.451] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78154, l='ClientLevel', x=-4230.56, y=1.77, z=17623.67] attempting to lookup owner from client!
[01Mar2026 13:56:37.463] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78152, l='ClientLevel', x=-4231.50, y=1.50, z=17626.20] attempting to lookup owner from client!
[01Mar2026 13:56:37.463] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78152, l='ClientLevel', x=-4231.50, y=1.50, z=17626.20] attempting to lookup owner from client!
[01Mar2026 13:56:37.463] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78153, l='ClientLevel', x=-4231.46, y=3.00, z=17624.20] attempting to lookup owner from client!
[01Mar2026 13:56:37.463] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78153, l='ClientLevel', x=-4231.46, y=3.00, z=17624.20] attempting to lookup owner from client!
[01Mar2026 13:56:37.463] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78154, l='ClientLevel', x=-4230.56, y=1.77, z=17623.67] attempting to lookup owner from client!
[01Mar2026 13:56:37.463] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78154, l='ClientLevel', x=-4230.56, y=1.77, z=17623.67] attempting to lookup owner from client!
[01Mar2026 13:56:37.474] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78152, l='ClientLevel', x=-4231.50, y=1.50, z=17626.20] attempting to lookup owner from client!
[01Mar2026 13:56:37.474] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78152, l='ClientLevel', x=-4231.50, y=1.50, z=17626.20] attempting to lookup owner from client!
[01Mar2026 13:56:37.474] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78153, l='ClientLevel', x=-4231.46, y=3.00, z=17624.20] attempting to lookup owner from client!
[01Mar2026 13:56:37.474] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78153, l='ClientLevel', x=-4231.46, y=3.00, z=17624.20] attempting to lookup owner from client!
[01Mar2026 13:56:37.474] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78154, l='ClientLevel', x=-4230.56, y=1.77, z=17623.67] attempting to lookup owner from client!
[01Mar2026 13:56:37.474] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78154, l='ClientLevel', x=-4230.56, y=1.77, z=17623.67] attempting to lookup owner from client!
[01Mar2026 13:56:37.485] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78152, l='ClientLevel', x=-4231.50, y=1.50, z=17626.20] attempting to lookup owner from client!
[01Mar2026 13:56:37.485] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78152, l='ClientLevel', x=-4231.50, y=1.50, z=17626.20] attempting to lookup owner from client!
[01Mar2026 13:56:37.485] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78153, l='ClientLevel', x=-4231.46, y=3.00, z=17624.20] attempting to lookup owner from client!
[01Mar2026 13:56:37.485] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78153, l='ClientLevel', x=-4231.46, y=3.00, z=17624.20] attempting to lookup owner from client!
[01Mar2026 13:56:37.485] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78154, l='ClientLevel', x=-4230.56, y=1.77, z=17623.67] attempting to lookup owner from client!
[01Mar2026 13:56:37.485] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78154, l='ClientLevel', x=-4230.56, y=1.77, z=17623.67] attempting to lookup owner from client!
[01Mar2026 13:56:37.501] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78152, l='ClientLevel', x=-4231.50, y=1.50, z=17626.20] attempting to lookup owner from client!
[01Mar2026 13:56:37.502] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78152, l='ClientLevel', x=-4231.50, y=1.50, z=17626.20] attempting to lookup owner from client!
[01Mar2026 13:56:37.502] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78153, l='ClientLevel', x=-4231.46, y=3.00, z=17624.20] attempting to lookup owner from client!
[01Mar2026 13:56:37.502] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78153, l='ClientLevel', x=-4231.46, y=3.00, z=17624.20] attempting to lookup owner from client!
[01Mar2026 13:56:37.502] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78154, l='ClientLevel', x=-4230.56, y=1.77, z=17623.67] attempting to lookup owner from client!
[01Mar2026 13:56:37.502] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78154, l='ClientLevel', x=-4230.56, y=1.77, z=17623.67] attempting to lookup owner from client!
[01Mar2026 13:56:37.502] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78149, l='ClientLevel', x=-4228.52, y=0.00, z=17629.27] attempting to lookup owner from client!
[01Mar2026 13:56:37.502] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78149, l='ClientLevel', x=-4228.52, y=0.00, z=17629.27] attempting to lookup owner from client!
